simulation,grad,fls1,fls2,fls3,pointvalue1,pointvalue2,pointvalue3,pointvalue4,pointvalue5,pointvalue6,pointvalue7,pointvalue8,pointvalue9,pointvalue10,pointvalue11,pointvalue12,pointvalue13,pointvalue14,pointvalue15,pointvalue16,pointvalue17,pointvalue18,pointvalue19,pointvalue20,pointvalue21,pointvalue22,pointvalue23,pointvalue24,pointvalue25,pointvalue26,pointvalue27,pointvalue28,pointvalue29,pointvalue30,pointvalue31,pointvalue32,pointvalue33,pointvalue34,pointvalue35,pointvalue36,pointvalue37,pointvalue38,pointvalue39,pointvalue40,pointvalue41,pointvalue42,pointvalue43,pointvalue44
144,0.0604296521,0.0777725857,0.6408349228,0.5002426997,22.0592031748,22.6504488739,23.2522654737,23.8736960138,24.4041381147,24.9091475178,25.441075135,26.0025048654,26.5699600389,27.1472109873,27.9295214386,28.6685028224,38.6735187213,49.2485135725,60.8710909056,72.7707182731,84.8500687088,96.8376524389,108.6427484694,119.9930928293,130.9830908647,140.7895853208,141.6269415662,145.510145095,149.3498465919,153.0262577334,156.6502711343,160.2247659231,163.8546375429,167.3286912442,170.7715123361,174.1908585486,177.0952659195,178.6916377278,183.9505038717,189.0681324472,194.068643156,199.1702883403,203.9615958284,208.6508045749,213.2371149105,217.7191604023,222.0946553755,226.3581724634
145,0.0199804374,0.101568537,0.112830196,0.7508121225,22.0591635319,22.6467940825,23.2384884769,23.8430382369,24.3531962241,24.8344513849,25.3364866797,25.8616916885,26.3876326582,26.9178533719,27.6319378664,28.1432381775,34.9384760845,41.9653331857,49.6366949793,57.5020055147,65.5060226668,73.4847623354,81.4128649819,89.127801235,96.6941569971,103.5203588306,106.1381526098,118.9014658379,131.1109343214,142.3544266642,152.6220272328,161.493493655,169.5362754663,176.7907676516,183.7183032217,190.3673012282,195.9362408233,197.3843471246,201.8321246073,206.0877755194,210.1331471137,214.2250770865,218.3920481187,222.8891366842,227.4522533276,231.8524716142,236.0289542831,240.0055041768
146,0.0618896925,0.1161274514,0.3395150019,0.2165612781,22.0592046057,22.6505807959,23.2527627632,23.8748026259,24.405976895,24.9118437227,25.4448503225,26.0075876074,26.5765412628,27.1554897977,27.9402618262,28.42955579,34.9120544155,41.5882996389,48.9049633559,56.4884576707,64.3318027783,72.3015440594,80.3898437677,88.4379667719,96.5116208804,103.9379431842,105.1629979929,111.0558456986,116.9024360953,122.516280829,128.057432662,133.5229812059,139.0667418121,144.3626180298,149.5956237645,154.7702584918,159.1795876535,162.3198006424,172.8293053516,182.9131139,192.3874946915,201.6284911894,210.1561716165,218.7512180824,227.2554889292,235.306451341,242.9717392663,250.5599536648
147,0.189682602,0.1065104299,0.8391556179,0.2608263478,22.059329851,22.6621275323,23.2962890101,23.971661033,24.566919758,25.1478343647,25.7752810389,26.452464614,27.1525758439,27.8801089823,28.8804246978,29.5598396729,38.6746017942,48.2168730506,58.8469169914,70.0530926018,81.8702308771,94.1498222467,106.9072525907,119.8786728181,133.1309561307,145.4920279569,146.3230639367,150.139526322,153.968729628,157.6893364251,161.4134572761,165.1398125332,168.9809070768,172.708436155,176.4525528365,180.2280750489,183.4368018434,186.9096341768,198.7272442612,210.3043928112,221.6870587386,233.3685754178,244.4016740032,255.2580272807,265.9356521462,276.4312759823,286.7319129034,296.8004223139
148,0.1624839469,0.1197448624,0.4521280386,0.517425524,22.0593031945,22.6596699961,23.2870251521,23.9510462867,24.5326656712,25.0976075712,25.7049542023,26.3577797345,27.0299761947,27.7258855021,28.6803262407,29.2556440627,36.9203063376,44.8709852546,53.6752181104,62.922419756,72.645740604,82.7189350831,93.1620399323,103.7830314848,114.6646054934,124.8486453909,126.1122037032,132.1564857327,138.2194516683,144.1090471395,149.9952210322,155.8720794291,161.9101573803,167.7522502452,173.5983287986,179.4651724769,184.4627537635,187.1101059937,195.8375939018,204.409255223,212.8575199025,221.5486983796,229.7738439391,237.8802399531,245.8605594083,253.7071117279,261.4123877536,268.9681151794
149,0.1240107687,0.070762483,0.3033329469,0.6886701943,22.0592654883,22.6561937497,23.273921193,23.9218862122,24.4842124081,25.0265605149,25.6054751316,26.2238456026,26.8565559226,27.5077325295,28.3972866893,29.3259782393,42.0177715808,55.5798297245,70.6275355358,86.2266656386,102.2643646309,118.3061627671,134.1681246413,149.4781529946,164.3767218598,177.7448519211,180.2890781881,192.5831723648,204.493381356,215.6902051609,226.5125795297,236.9760544656,247.3310227921,256.85549503,265.7458544334,273.7720335843,279.9567660942,281.9774071421,288.1527828087,293.8964427558,299.3972746037,304.9651698004,310.1690815928,315.2207344151,320.0996444316,324.8429699511,329.5914622444,334.4806246786
150,0.0083361342,0.0938173191,0.7827377922,0.6857323462,22.0591521197,22.6457419607,23.2345224289,23.8342126404,24.3385313456,24.8129482624,25.3063783156,25.8211551456,26.3351452288,26.8518271305,27.5462714097,28.086008799,35.2828583321,42.7544942576,50.8976540094,59.1936783335,67.559437436,75.8134759303,83.9243338075,91.726630726,99.2895023821,106.0403733478,106.5115300919,108.6612817613,110.7939166982,112.8397578614,114.8608049138,116.8579802507,118.8903195346,120.8375064053,122.7692840724,124.6897068084,126.3239901665,126.9504774806,128.9604790088,130.9327526202,132.8754540953,134.8749375084,136.768075467,138.637540595,140.4837533324,142.3071590468,144.108228648,145.8874060009
151,0.0021670147,0.0998369019,0.8965426968,0.1934324628,22.0591460736,22.6451845496,23.2324212276,23.8295368638,24.3307619336,24.8015559677,25.2904269878,25.7996789977,26.3073375342,26.8168466109,27.5008856549,27.9996801956,34.6230820328,41.4640759868,48.9082178883,56.5003612799,64.1712096224,71.7527205949,79.2159726785,86.4103666754,93.4022219899,99.6599157524,100.043877415,101.7775250206,103.5014965242,105.1587135909,106.7997757934,108.4252106819,110.0836288773,111.6759900711,113.2593385298,114.8374116248,116.181868676,117.9636579812,123.973304334,129.728697704,135.2596814692,140.805815002,145.9296173715,150.8696076877,155.6216591015,160.1395643246,164.3406410066,168.1566301925
152,0.088630145,0.085250111,0.5645328459,0.2100565271,22.0592308131,22.6529969312,23.2618705576,23.8950700855,24.4396539198,24.9612243697,25.5139923971,26.1006773767,26.6970755351,27.3071151497,28.1369899505,28.8483015427,38.4465882441,48.56212492,59.7437993634,71.321158682,83.242963754,95.2822649355,107.3692033731,119.2074176587,130.8612210168,141.4034638324,142.4314193218,147.2458016489,152.0169558861,156.595818811,161.1191495153,165.5889746537,170.1357897492,174.4942749075,178.8190444657,183.1195083765,186.779841794,189.9694938717,200.7224242957,211.1700985791,221.3175537756,231.5107388908,240.7333903859,249.2442137513,257.290205032,265.1112539997,272.6714638403,279.9312724997
153,0.1714579603,0.0979597472,0.6941707117,0.7588179294,22.0593119896,22.6604808437,23.2900816997,23.9578479836,24.5439675769,25.1141795641,25.7281580692,26.3890203739,27.0704271248,27.7767705026,28.7463475878,29.4643466835,39.1278520397,49.2867182147,60.609599653,72.5228112456,85.0468253712,98.0097490744,111.398501971,124.9043214835,138.5777224947,151.2315084965,152.2485376602,156.9756744778,161.7044037073,166.2852098396,170.8549641136,175.4127719366,180.0942791621,184.6232977308,189.1577759028,193.713108776,197.5888976753,198.9527281102,203.3252901837,207.6521681306,211.9505265513,216.4127734604,220.6743623518,224.9175103986,229.1419729844,233.3475426158,237.5340551354,241.7009993537
154,0.1070852609,0.0954263584,0.5112888419,0.7370058469,22.0592489003,22.6546644443,23.2681563674,23.9090578188,24.462896361,24.9953047788,25.5617112978,26.1649239514,26.7802631312,27.4117604784,28.27276218,28.9286544854,37.7354939074,46.9646250913,57.1837584372,67.8326091064,78.8915852987,90.1806289776,101.6727942635,113.104813566,124.531738731,134.9976009944,136.1304155762,141.47702892,146.7915942184,151.9070238076,156.9745376489,161.9944236353,167.1127766186,172.0297233071,176.9179698573,181.7886493503,185.9317670555,187.4376780261,192.2625866949,197.0035445186,201.6794940521,206.4958866001,211.0606844922,215.5694292185,220.0208226832,224.4134973129,228.7461532844,233.0172730663
155,0.1366330087,0.0776903428,0.3003874741,0.6384969955,22.0592778589,22.657334233,23.2782203262,23.9314530189,24.500108904,25.0498695587,25.638112121,26.2677865724,26.9134514639,27.5793039284,28.4901458449,29.3506995988,41.0564166191,53.5112122856,67.3712064923,81.8267040338,96.8346912629,112.0665379693,127.3680734283,142.336959286,157.0638694326,170.3946166095,172.9763993676,185.4658406671,197.6187673813,209.0883390104,220.2156906688,231.0150065001,241.7737323954,251.8140840477,261.4071158637,270.369594053,277.540033954,280.0763334748,287.8538358902,295.0151057776,301.7773938606,308.5429666703,314.8026536148,320.8051017941,326.4897706231,331.8413923501,336.971522174,342.0429170324
156,0.143397317,0.083797396,0.7910307238,0.1679236575,22.0592844884,22.6579454225,23.2805242486,23.9365799084,24.5086278988,25.0623609673,25.6556024123,26.2913347114,26.943942009,27.6176593234,28.5399091396,29.3441314369,40.2416959881,51.7894400039,64.6506843566,78.1046521079,92.1363577196,106.4899538563,121.0625483422,135.4682327855,149.765914232,162.7926906972,163.7076570892,167.9079528509,172.0977804728,176.1445211374,180.1700503015,184.1749133746,188.2783632434,192.2389533432,196.1959395363,200.1618168226,203.5382500935,207.6322243857,221.5747911821,235.1164626933,248.3416814482,261.8622961662,274.4569538665,286.2110336548,296.8969246974,306.8144092189,316.2936268753,325.4650794524
157,0.0293677127,0.077396483,0.8923324261,0.8673827925,22.059172732,22.6476422704,23.2416857815,23.8501531585,24.3650185933,24.8517865339,25.360759107,25.8943709893,26.4299463923,26.9710816753,27.7010003056,28.3943614562,37.7623457244,47.6334730878,58.4107308161,69.3323307647,80.2770035515,90.9937432374,101.4167715275,111.3268372769,120.8214904388,129.2123631751,129.7278097791,132.0557763463,134.3639208283,136.5781017823,138.7657332789,140.9282925427,143.1300029929,145.2413841487,147.3382570184,149.4258308818,151.1997214209,151.7436878417,153.4614863579,155.1539177906,156.8280017252,158.5589028269,160.2049468337,161.8376862409,163.4573907794,165.0643290647,166.6587713603,168.2409209025
158,0.0084562699,0.108595395,0.7589037548,0.8914674034,22.0591522375,22.6457528156,23.2345633471,23.8343036951,24.3386826448,24.8131701126,25.3066889471,25.8215733659,26.3356867477,26.8525083309,27.5471557438,28.0117881682,34.1575504283,40.4736584354,47.3468517544,54.3875326775,61.552397459,68.6919596682,75.781692302,82.6778316827,89.4421720816,95.5467436443,95.9885040899,98.0134642588,100.028542449,101.9676375336,103.8894846026,105.7944075361,107.7390359826,109.6075284396,111.466332973,113.3198606187,114.8988578559,115.3686732942,116.8464414837,118.3035883053,119.745829629,121.2381304594,122.6571559681,124.064833091,125.4611881699,126.8462605188,128.220101547,129.5827432234
159,0.068819208,0.1050773433,0.7964276932,0.1232053809,22.0592113971,22.6512069127,23.2551229552,23.8800547313,24.4147039525,24.9246402136,25.4627677858,26.0317108716,26.6077764899,27.1947819611,27.9912413857,28.5412101076,35.8684384767,43.470616456,51.8306924737,60.4976214255,69.4480842114,78.5270057822,87.7212883832,96.8410614941,105.9498737015,114.2929286566,114.8754003605,117.5477155711,120.2172746636,122.7979802771,125.3677555985,127.9264280209,130.5505876483,133.0842340122,135.6165857878,138.1555214657,140.3185013742,143.6336588059,154.9747672463,165.9882660228,176.7281848908,187.6957079707,197.8558060177,207.2807615209,215.9592706862,224.1631712108,232.0506494231,239.6652136175
160,0.1377864531,0.0752234981,0.1400041779,0.6178158049,22.0592789894,22.6574384525,23.2786131892,23.932327252,24.5015615561,25.0519995837,25.6410945515,26.2718019822,26.9186506873,27.5858442596,28.49863238,29.3911565822,41.5545995945,54.5217632048,68.951495579,83.9909225339,99.5811803083,115.3527995044,131.1305114472,146.5076166008,161.5921885511,175.2202970102,179.161827305,198.4486962074,217.1719958971,234.7192959687,250.8499914821,265.3581434587,279.3930897199,292.4356256907,305.0429638585,317.3027313795,327.7515387688,331.2502141038,342.1387419765,352.3996773697,362.1711547142,372.7332460628,383.3198707127,393.5843912018,403.2474482117,412.4052608027,421.1028074737,429.2992279501
161,0.1741228958,0.0858183443,0.2325100241,0.2056646613,22.0593146015,22.6607216341,23.2909893764,23.959867825,24.5473238065,25.1191008061,25.7350487218,26.3982976376,27.0824394891,27.791881383,28.7659550766,29.5939661933,40.8168494001,52.7166256453,66.0138973417,79.9979326275,94.6800302416,109.8152827025,125.3076649501,140.7410863279,156.1630567872,170.2910884238,173.793828081,190.8917883326,207.5246425375,223.2062998947,238.3854750302,253.0522446051,267.4728142256,280.5058356243,292.3777770176,302.8424567749,310.811427578,315.7592099256,330.6254426372,343.4096269093,364.4969763193,391.4640178962,414.8345015516,435.7668278866,454.3234451891,470.7710487169,485.4353829509,498.6174809981
162,0.1549478276,0.0957424548,0.431961929,0.805860377,22.0592958087,22.6589890696,23.2844583509,23.9453344165,24.5231746547,25.0836908865,25.6854682597,26.3315447406,26.9960066628,27.6831537368,28.6248838767,29.3391708417,38.9556495427,49.0685485706,60.3271758604,72.145981466,84.5341862165,97.311861687,110.4551972609,123.6545677043,136.9590534497,149.2271236886,150.8177130809,158.404055836,165.9426435501,173.1988390569,180.3849857684,187.5004437735,194.7503941645,201.7104981334,208.6236390981,215.5029237819,221.356727952,223.3047318072,229.4980256675,235.5777194455,241.5647397392,247.717163059,253.530847398,259.2527072897,264.8792700122,270.4085286675,275.8402521352,281.1752530901
163,0.1457051788,0.1049225427,0.2489195727,0.1213214161,22.0592867503,22.6581539495,23.281310306,23.938329112,24.5115344285,25.066622814,25.661569789,26.2993689181,26.9543448413,27.6307455028,28.5568859729,29.1962257102,37.7592863876,46.70507736,56.6340360876,67.0482647757,77.9607948255,89.2183992528,100.823887985,112.5337848671,124.4116202353,135.4266190835,138.0327421014,150.7647995652,163.2967661576,175.242739784,186.9394308282,198.3834693624,209.8843912967,220.7494312456,231.3187912929,241.4819206231,249.9065618555,259.6952447385,287.2545446757,310.1043884813,336.3336667448,365.4313848188,392.2749888663,414.7428325962,433.6904824145,449.9882475247,464.0885600837,476.3726711234
164,0.1008020721,0.1156840894,0.8040095804,0.3322458388,22.0592427423,22.6540967264,23.2660163142,23.9042955854,24.4549832898,24.9837018365,25.5454650242,26.1430507018,26.7519412624,27.3761331565,28.2265372529,28.7582589791,35.8255254554,43.1347326966,51.1860219575,59.5810267268,68.3266223514,77.2891605573,86.4709343015,95.6946337543,105.0311263232,113.6824255594,114.2860905781,117.0636142945,119.847119375,122.5476666224,125.2467786519,127.9436049165,130.719433889,133.4087181405,136.1056680958,138.8201552904,141.1274371248,143.0229251549,149.3913426712,155.6506719626,161.8245932655,168.1827972159,174.2087957844,180.1602534174,186.0362901487,191.8364377592,197.5606092903,203.2082124299
165,0.0638870768,0.0978719933,0.6470481009,0.1125074712,22.0592065632,22.6507612697,23.2534430721,23.8763165085,24.4084924082,24.9155322216,25.4500149058,26.0145409694,26.5855445983,27.1668154886,27.9549559267,28.5404534478,36.367308881,44.5225741089,53.4955892534,62.7760501136,72.3237818499,81.966544669,91.6805860954,101.2557642125,110.7533138037,119.3987743713,120.1344888981,123.5535391715,126.9563237737,130.2340158218,133.4846577234,136.7086071981,140.0008078582,143.1672372987,146.3194438013,149.4652176957,152.1484091181,155.8553428021,168.5484866034,180.9722756483,193.1895447565,205.5345518437,217.1165002394,228.4121998282,239.1490493427,249.3709065146,259.2095133707,268.568859621
166,0.097242994,0.0806273918,0.5238619974,0.4705301079,22.0592392542,22.6537751457,23.2648040927,23.9015980442,24.4505009737,24.977129413,25.5362624109,26.1306607184,26.7358984938,27.3559522536,28.2003548606,28.9677589773,39.3612647091,50.3609352744,62.5335637048,75.1366558525,88.1117110189,101.1908963616,114.2714236144,127.0247423588,139.5291937948,150.808438506,151.9981916648,157.5939128222,163.124986541,168.4210808796,173.640488397,178.7866528359,184.0093329801,189.005209335,193.9524699484,198.860898608,203.0320448218,205.407349299,213.2485167122,220.8497320743,228.2375759018,235.718810888,242.680992139,249.4258505203,255.9520256554,262.2503090426,268.2872627404,274.003076407
167,0.1583475649,0.0892409617,0.1650761841,0.7779989958,22.0592991406,22.6592962531,23.2856163009,23.947911188,24.5274562963,25.0899690609,25.6942588695,26.343380021,27.0113311922,27.702431135,28.6498963277,29.4230350812,39.8722365232,50.9131030876,63.2238107462,76.1453004221,89.682531581,103.6216959098,117.9005354453,132.1534418738,146.4256829597,159.5186994576,163.6152065241,183.6848173025,203.121552622,221.3416305871,238.8119325685,255.0772786686,269.8199825797,282.2294805945,293.4750976445,304.0987704043,312.7664509161,315.3038974815,323.3122886435,331.130296212,338.7740449441,346.5210082661,353.7431830403,360.8828028238,368.1187594016,375.5615425308,383.1146634594,390.5732222943
168,0.1327394049,0.0880043374,0.6724454077,0.4459245035,22.059274043,22.6569824261,23.2768941653,23.9285019298,24.495205285,25.0426793785,25.6280445336,26.254232027,26.8959007999,27.5572261778,28.461498826,29.2105755072,39.328078868,50.0081682124,61.8833987725,74.2943470274,87.226659368,100.4621160825,113.9348219587,127.3031275019,140.6181653347,152.7794693583,153.7808883913,158.4320987047,163.0666418605,167.5383784176,171.9811760869,176.3955418398,180.9119288837,185.2651224107,189.6080268153,193.9532704516,197.6505772006,199.9385067876,207.5344137785,214.9620529871,222.2539927325,229.7294871304,236.7850414905,243.725839766,250.5517790087,257.2613894108,263.8512766021,270.3140963973
169,0.051240071,0.1164306177,0.570900834,0.6042057853,22.0591941684,22.6496185487,23.2491355037,23.866730931,24.3925647223,24.8921774437,25.4173138803,25.9705137842,26.5285374237,27.0951036615,27.8619133789,28.3388926169,34.6516194614,41.1440353628,48.2478460575,55.5972405549,63.1817943718,70.8684598836,78.646686877,86.3630476793,94.0817831179,101.1650122697,101.8500718063,105.0648328301,108.2726412826,111.3705426789,114.4504281849,117.511441582,120.6434254902,123.660818826,126.6690928302,129.6759243626,132.2355990233,133.3609947829,137.0148436606,140.6066001371,144.1504394637,147.8026295397,151.2658545821,154.6893770068,158.0731587402,161.4172233938,164.7216277245,167.9862064231
170,0.1651509791,0.1129687232,0.8903214586,0.3292431933,22.0593058084,22.659910976,23.2879335428,23.9530677172,24.5360245414,25.1025326852,25.7118502763,26.3670642973,27.0419980102,27.7410082715,28.6999472581,29.3133723335,37.5091006067,46.0432059522,55.5132073232,65.4671088999,75.9336997336,86.7758620537,98.0112340318,109.4226881331,121.0864117598,131.9764836249,132.6693082496,135.8372489971,139.017513291,142.1092310472,145.2060000566,148.306659265,151.5053375415,154.6111249207,157.7327512317,160.8829956347,163.5572570643,165.7734254543,173.2350009731,180.5966117511,187.8858275758,195.4228789123,202.5948439709,209.7061100605,216.7549084139,223.7397601205,230.6595608081,237.5128236503
171,0.110552786,0.1122949356,0.1540863583,0.6144313119,22.0592522987,22.6549777528,23.269337406,23.911685969,24.467263375,25.0017081347,25.570677185,26.1769952174,26.795893219,27.4314222519,28.2982723964,28.8568508208,36.2968205987,44.0131341319,52.5297224175,61.421907915,70.6959569226,80.2123188697,89.9740247145,99.7892624352,109.7280809248,118.9385030971,122.2742775004,138.7397072361,154.7953589633,169.9203638509,184.5173243882,198.4868055341,211.79677652,223.2431391465,233.2886089123,242.1624081264,249.0920275414,251.2544890751,258.0836671206,264.6823661143,271.0710945184,277.4513641955,283.3482540057,289.402476165,296.0896075319,303.4395392066,311.0015527377,318.40244032
172,0.1718485516,0.1058581146,0.2806106471,0.4636131934,22.0593123724,22.6605161356,23.2902147351,23.9581440255,24.544459489,25.1149008552,25.7291680108,26.3903801137,27.0721877397,27.7789852574,28.7492208853,29.4125886543,38.3065230576,47.6101792311,57.9599043945,68.8496033675,80.3054432733,92.1770053646,104.4744616571,116.9417866963,129.6442466598,141.4662188142,143.919600376,155.8677820488,167.6956381213,179.034454441,190.2041441995,201.1987843607,212.3230433284,222.919482653,233.3450451232,243.5671817518,252.2007839499,256.3770073514,269.7577294267,282.2658733824,293.9651181394,305.4615729112,315.9427291524,325.8371875581,334.9420366827,343.1510086856,350.617103279,357.5734788791
173,0.1864580516,0.0876710898,0.2781463578,0.403440881,22.0593266907,22.6618361779,23.2951907287,23.9692170412,24.5628587473,25.1418797016,25.766943405,26.4412391999,27.13804098,27.861824939,28.8567037296,29.6834708183,40.8833691049,52.7522617954,66.0281862359,80.0168455945,94.7407407624,109.9693669092,125.6210558383,141.2791741866,156.9852799097,171.4151915435,174.4604353479,189.2667377234,203.7651627251,217.528931838,230.9561253032,244.0505631385,257.1624854866,269.483419546,281.3685429372,292.6333018571,301.8036650443,305.6069294959,317.1196040696,327.400826675,336.965009237,346.176979047,354.1175672188,361.8584677452,370.5150153841,380.0115126838,389.6621689132,399.2572551312
174,0.1543563807,0.0894041415,0.8408707234,0.7096468022,22.059295229,22.6589356294,23.2842569041,23.9448861396,24.5224297842,25.0825986823,25.683938971,26.3294857754,26.9933406783,27.6798000779,28.6205334077,29.3867569543,39.7393413083,50.6738480139,62.8603498531,75.644048199,89.0273984435,102.7982366389,116.8962159277,130.962180034,145.0419203488,157.9530919263,158.8107135412,162.7329835856,166.6532246988,170.446788891,174.2281658144,177.9973745708,181.8673516293,185.6094637035,189.3551216373,193.1172864836,196.3172610557,197.5185306093,201.3894142073,205.2182780513,209.0204957146,212.9665106414,216.733979111,220.4843906884,224.2177591342,227.9341336072,231.6336047617,235.3159721836
175,0.0868684844,0.0720619006,0.8588338876,0.1428029221,22.0592290865,22.6528377562,23.2612705362,23.8937348656,24.4374352779,24.9579711734,25.5094373182,26.0945446241,26.689134739,27.2971260738,28.124031945,28.9708659418,40.5077259615,52.7852132127,66.323578704,80.2322004632,94.3934033566,108.4453420117,122.2518235268,135.5005989549,148.3178917883,159.7544776838,160.4892651043,163.829898729,167.1487896152,170.3412683624,173.504114339,176.6390739529,179.8393624477,182.9176514389,185.9833571543,189.0452207028,191.6536304055,194.4916036645,204.1682067107,213.6694488639,223.1116850861,232.9282999286,242.2149844582,251.399624638,260.4891543285,269.3316577131,277.8562066401,286.123393725
176,0.1390950095,0.0812698041,0.6460536585,0.4975874837,22.0592802719,22.6575566872,23.2790588833,23.9333190495,24.5032095569,25.0544160484,25.6444780508,26.2763573729,26.9245490874,27.5932641161,28.5082578052,29.3324113453,40.516316988,52.3860308161,65.6000776084,79.4037147348,93.7716069838,108.4219061272,123.2309034121,137.804894456,152.2139293909,165.3042537768,166.424747662,171.6399524409,176.8256595051,181.8197728793,186.7717652065,191.6830098439,196.6980588843,201.5236507974,206.3298783047,211.1298934178,215.2126391807,217.478174561,224.9601225524,232.2748149175,239.4545426695,246.8132903814,253.7562807769,260.5826364668,267.290692946,273.8778054949,280.3402539923,286.6711545356
177,0.111643609,0.0850008804,0.5031249235,0.4446343296,22.0592533677,22.6550763142,23.2697089402,23.9125127392,24.4686371615,25.003722519,25.573497697,26.1807926274,26.8008101723,27.4376075033,28.3062987141,29.0528836576,39.1434153749,49.8006153224,61.6204081249,73.9161118406,86.6524891086,99.594321117,112.6614870689,125.5227093185,138.2387901071,149.7850889176,151.0564264884,157.0550004755,162.9946587125,168.6916503671,174.3153291604,179.8680976998,185.5111754225,190.9158863297,196.2737421703,201.5954037268,206.1201138469,208.8122334397,217.7173565395,226.3478008093,234.7319830289,243.2149553086,251.1001539362,258.7286087168,266.0961751461,273.1812825688,279.9255694598,286.2478086471
178,0.0221931662,0.0888652879,0.4296590412,0.8084041027,22.0591657005,22.6469940138,23.239242132,23.8447153361,24.3559829429,24.8385375528,25.3422080736,25.869394715,26.3976066725,26.9304001223,27.6482167899,28.2381646079,36.1393907321,44.3867019065,53.3992978683,62.5921472457,71.8768138078,81.0572526504,90.0950253567,98.7982580395,107.2377285474,114.7721698996,115.7335693071,120.2745768343,124.7261309367,128.9508371762,133.0750295841,137.1037354057,141.1526524633,144.9879694533,148.7500324107,152.4419808085,155.5682938205,156.5978007591,159.8510443607,163.0139267135,166.0977745259,169.2338626419,172.1663186382,175.0232353522,177.8051988628,180.5141370745,183.1531349922,185.7257783127
179,0.1547021372,0.0897691417,0.5625947933,0.2269037883,22.0592955679,22.6589668702,23.2843746688,23.9451481997,24.5228652312,25.0832371786,25.6848329844,26.3306894347,26.9948991976,27.6817606077,28.6230770664,29.3865034557,39.6992632882,50.5891778962,62.7257947246,75.4584505604,88.7902750541,102.5114434731,116.5641829844,130.5918948238,144.6401092973,157.527071726,158.7980185593,164.7720710292,170.7196293276,176.4546713327,182.1474853248,187.7983430247,193.5727767326,199.1325338991,204.6722015779,210.2061827885,214.9187301725,219.2086946154,233.6938871753,247.7686553365,261.4690898345,275.3184851991,288.0441715312,299.8390810376,310.5164576753,320.3910686317,329.81204052,338.8955008898
180,0.019650594,0.097691313,0.3348494852,0.3692840425,22.0591632086,22.6467642795,23.2383761323,23.8427882379,24.3527808181,24.8338422748,25.3356338125,25.8605434265,26.3861458684,26.9159830737,27.629511133,28.1612565361,35.2431414083,42.5857944497,50.6047774557,58.8144542448,67.1492506383,75.4364937781,83.6480496764,91.6142495962,99.4008594243,106.4027961122,107.5624657691,113.0995527248,118.5121315007,123.633244198,128.6135829854,133.4586130778,138.304937267,142.8724925747,147.3281107899,151.6677761568,155.3329981212,157.4058634764,164.1178174637,170.3794572066,176.1987064827,181.8653373594,186.9622818163,191.6470617746,195.8493003922,199.6742973518,203.2700509616,206.6923620999
181,0.0413862713,0.1055521919,0.3161807937,0.8485002656,22.059184511,22.648728208,23.2457793009,23.8592624154,24.3801548104,24.8739807805,25.3918351732,25.9362104026,26.4841208013,27.0392300424,27.7894192509,28.3054555195,35.1631927222,42.2546196081,50.0201332882,58.0286125465,66.2447437784,74.5136754614,82.8168731587,90.9843857061,99.0796831923,106.4480026795,107.7528984922,114.0209964948,120.1837608297,126.0482145304,131.7836335076,137.3918743064,143.0299190591,148.3690915768,153.6001962814,158.7200122499,163.0529679286,164.4106982054,168.6670098463,172.7799083264,176.7603075209,180.7741114585,184.496204381,188.0959196938,191.5806121502,194.9595274609,198.2420692041,201.4359715925
182,0.1296952585,0.0980719313,0.7687480252,0.7915040303,22.0592710595,22.6567073721,23.2758573294,23.9261946722,24.4913714757,25.0370578611,25.6201733654,26.2436346413,26.8821791184,27.5399650722,28.4391022264,29.1046628242,38.0410667361,47.4064669542,57.799490752,68.6724525041,80.0224869434,91.6780084302,103.6222101606,115.5854222003,127.6224615466,138.7073805428,139.5114586057,143.2166368448,146.9211352067,150.5069474928,154.0818780507,157.6455517738,161.3044745527,164.8421918101,168.3827106722,171.9380013052,174.962378628,175.9815030616,179.2362380664,182.457569992,185.6583220851,188.9823906665,192.1574059376,195.3196645864,198.4690911443,201.6056306995,204.7292499097,207.8396867689
183,0.0896956921,0.1197872667,0.4549900139,0.8040464402,22.0592318574,22.6530932087,23.2622334828,23.8958776983,24.4409958737,24.9631920777,25.5167475537,26.1043867952,26.7018785555,27.31315708,28.1448286074,28.6468141728,35.3023267512,42.1629467462,49.7021775988,57.550501791,65.716054998,74.0722117216,82.6197376961,91.1955741112,99.8701577308,107.90498005,108.887132019,113.5662881806,118.2431249761,122.7686337446,127.2742831264,131.7569127062,136.3462367936,140.7708508839,145.1836516782,149.5953421457,153.3511054731,154.597042724,158.5611403161,162.4698711873,166.3384037071,170.3380613829,174.1423125355,177.9140177263,181.6523979762,185.3566092334,189.0257466246,192.6585686059
184,0.1181061408,0.0701802667,0.2549226302,0.5179848276,22.0592597014,22.6556602366,23.2719100776,23.9174109025,24.476776098,25.0156566476,25.5902076929,26.203290212,26.829940441,27.4742517469,28.353846762,29.2803518506,41.9444497846,55.4764699449,70.4734184846,85.9909344243,101.9057933431,117.781558859,133.4403519089,148.522966379,163.1732930183,176.2978861087,179.133579891,192.8639820754,206.0945346718,218.4660410669,230.3561267373,241.7384251819,252.6733739234,262.2112872699,270.6827306031,278.200233942,284.0470494066,285.7888997811,291.2519187203,296.4964049615,301.5153200346,306.4567736115,311.5011228529,317.8704977301,325.6309163486,333.8628266026,341.904933882,349.5991665851
